ƒÍ∑›,ŒÔ÷÷√˚,—˘œﬂ±‡¬Î,µ˜≤È¥Œ–Ú, °∑›,≥§∂»,øÌ∂»,æ≠∂»,Œ≥∂»,ŒÔ÷÷ ˝¡ø
2020,¬È»∏,6200221006,2,∏ À‡,100,100,97.08681,40.43526,8
2020,◊›Œ∆∏π–°˚^,6200221006,2,∏ À‡,100,100,97.08681,40.43526,2
2020,º“—‡,6200221006,2,∏ À‡,100,100,97.08681,40.43526,4
2020,¬È»∏,6200221006,2,∏ À‡,100,100,97.08681,40.43526,31
2020,ª“∞ﬂØ,6200221006,2,∏ À‡,100,100,97.08681,40.43526,1
2020,∆’Õ®µÀ,6200221007,1,∏ À‡,100,100,97.28435,40.42129,1
2020,∞◊˚n˚_,6200221007,1,∏ À‡,100,100,97.28435,40.42129,1
2020,∆’Õ®µÀ,6200221007,1,∏ À‡,100,100,97.28435,40.42129,2
2020,∆’Õ®”Í—‡,6200221007,1,∏ À‡,100,100,97.28435,40.42129,20
2020,ª∆Õ∑˚n˚_,6200221007,1,∏ À‡,100,100,97.28435,40.42129,8
2020,º“—‡,6200221007,1,∏ À‡,100,100,97.28435,40.42129,37
2020,∫⁄≥·≥§Ω≈÷,6200221007,1,∏ À‡,100,100,97.28435,40.42129,2
2020,∞◊˚n˚_,6200221007,1,∏ À‡,100,100,97.28435,40.42129,1
2020,Ì∂÷,6200221007,1,∏ À‡,100,100,97.28435,40.42129,2
2020,∆’Õ®µÀ,6200221007,1,∏ À‡,100,100,97.28435,40.42129,6
2020,∫⁄∂•¬È»∏,6200221007,1,∏ À‡,100,100,97.28435,40.42129,2
2020,∫⁄≥·≥§Ω≈÷,6200221007,1,∏ À‡,100,100,97.28435,40.42129,3
2020,ª∆Õ∑˚n˚_,6200221007,1,∏ À‡,100,100,97.28435,40.42129,1
2020,∑ÔÕ∑˛û˛ù,6200221007,1,∏ À‡,100,100,97.28435,40.42129,9
2020,≥‡◊Ï«±—º,6200221007,1,∏ À‡,100,100,97.28435,40.42129,4
2020,ΩøÙ˚a,6200221007,1,∏ À‡,100,100,97.28435,40.42129,1
2020,ªƒƒÆ≤Æ¿Õ,6200221007,2,∏ À‡,100,100,97.28437,40.42127,1
2020,∞◊˚n˚_,6200221007,2,∏ À‡,100,100,97.28437,40.42127,3
2020,∆’Õ®—‡≈∏,6200221007,2,∏ À‡,100,100,97.28437,40.42127,5
2020,∫⁄≥·≥§Ω≈÷,6200221007,2,∏ À‡,100,100,97.28437,40.42127,3
2020,∫ÏΩ≈÷,6200221007,2,∏ À‡,100,100,97.28437,40.42127,1
2020,∆’Õ®µÀ,6200221007,2,∏ À‡,100,100,97.28437,40.42127,1
2020,ªƒƒÆ≤Æ¿Õ,6200221007,2,∏ À‡,100,100,97.28437,40.42127,1
2020,ƒÆ[º¥ƒÒ],6200221007,2,∏ À‡,100,100,97.28437,40.42127,1
2020,∞◊˚n˚_,6200221007,2,∏ À‡,100,100,97.28437,40.42127,1
2020,≥‡◊Ï«±—º,6200221007,2,∏ À‡,100,100,97.28437,40.42127,1
2020,¬È»∏,6200221008,1,∏ À‡,100,100,97.26431,40.42918,5
2020,∑ÔÕ∑∞Ÿ¡È,6200221008,1,∏ À‡,100,100,97.26431,40.42918,1
2020,∑ÔÕ∑∞Ÿ¡È,6200221008,1,∏ À‡,100,100,97.26431,40.42918,2
2020,º“—‡,6200221008,1,∏ À‡,100,100,97.26431,40.42918,3
2020,¬È»∏,6200221008,1,∏ À‡,100,100,97.26431,40.42918,8
2020,ªƒƒÆ≤Æ¿Õ,6200221008,1,∏ À‡,100,100,97.26431,40.42918,2
2020,∑ÔÕ∑∞Ÿ¡È,6200221008,1,∏ À‡,100,100,97.26431,40.42918,2
2020,¬È»∏,6200221008,1,∏ À‡,100,100,97.26431,40.42918,2
2020,ª“∞ﬂØ,6200221008,1,∏ À‡,100,100,97.26431,40.42918,3
2020,¥Û∂≈æÈ,6200221008,1,∏ À‡,100,100,97.26431,40.42918,3
2020,º“—‡,6200221008,1,∏ À‡,100,100,97.26431,40.42918,1
2020,∑ÔÕ∑∞Ÿ¡È,6200221008,1,∏ À‡,100,100,97.26431,40.42918,1
2020,œ≤»µ,6200221008,1,∏ À‡,100,100,97.26431,40.42918,1
2020,ª“∞ﬂØ,6200221008,1,∏ À‡,100,100,97.26431,40.42918,1
2020,∞◊˚n˚_,6200221008,1,∏ À‡,100,100,97.26431,40.42918,1
2020,¬È»∏,6200221008,1,∏ À‡,100,100,97.26431,40.42918,12
2020,∞◊∫Ì¡÷›∫,6200221008,1,∏ À‡,100,100,97.26431,40.42918,3
2020,ª“∞ﬂØ,6200221008,1,∏ À‡,100,100,97.26431,40.42918,1
2020,∫⁄∂•¬È»∏,6200221008,1,∏ À‡,100,100,97.26431,40.42918,4
2020,∫Ïˆ¿,6200221008,1,∏ À‡,100,100,97.26431,40.42918,2
2020,¬È»∏,6200221008,2,∏ À‡,100,100,97.26438,40.42918,14
2020,œ≤»µ,6200221008,2,∏ À‡,100,100,97.26438,40.42918,2
2020,ª“∞ﬂØ,6200221008,2,∏ À‡,100,100,97.26438,40.42918,2
2020,œ≤»µ,6200221008,2,∏ À‡,100,100,97.26438,40.42918,2
2020,¬È»∏,6200221008,2,∏ À‡,100,100,97.26438,40.42918,15
2020,¬È»∏,6200221008,2,∏ À‡,100,100,97.26438,40.42918,6
2020,ª∑æ±ÔÙ,6200221008,2,∏ À‡,100,100,97.26438,40.42918,1
2020, Øº¶,6200221008,2,∏ À‡,100,100,97.26438,40.42918,1
2020,∫⁄∂•¬È»∏,6200221008,2,∏ À‡,100,100,97.26438,40.42918,14
2020,¬È»∏,6200221009,1,∏ À‡,100,100,97.13585,40.46419,20
2020,ªƒƒÆ≤Æ¿Õ,6200221009,1,∏ À‡,100,100,97.13585,40.46419,1
2020,∑ÔÕ∑∞Ÿ¡È,6200221009,1,∏ À‡,100,100,97.13585,40.46419,2
2020,¬ÃÕ∑—º,6200221009,1,∏ À‡,100,100,97.13585,40.46419,2
2020,∫ÏΩ≈÷,6200221009,1,∏ À‡,100,100,97.13585,40.46419,1
2020,∑ÔÕ∑∞Ÿ¡È,6200221009,1,∏ À‡,100,100,97.13585,40.46419,2
2020,œ≤»µ,6200221009,1,∏ À‡,100,100,97.13585,40.46419,1
2020,¬ÃÕ∑—º,6200221009,1,∏ À‡,100,100,97.13585,40.46419,1
2020,∑ÔÕ∑∞Ÿ¡È,6200221009,1,∏ À‡,100,100,97.13585,40.46419,4
2020,¬È»∏,6200221009,1,∏ À‡,100,100,97.13585,40.46419,4
2020,∑ÔÕ∑∞Ÿ¡È,6200221009,1,∏ À‡,100,100,97.13585,40.46419,2
2020,¬ÃÕ∑—º,6200221009,1,∏ À‡,100,100,97.13585,40.46419,3
2020,∫ÏΩ≈÷,6200221009,1,∏ À‡,100,100,97.13585,40.46419,2
2020,ª∆˚n˚_,6200221009,1,∏ À‡,100,100,97.13585,40.46419,2
2020,∑ÔÕ∑∞Ÿ¡È,6200221009,1,∏ À‡,100,100,97.13585,40.46419,2
2020,∫ÏŒ≤≤Æ¿Õ,6200221009,1,∏ À‡,100,100,97.13585,40.46419,1
2020,¥Û˘\,6200221009,1,∏ À‡,100,100,97.13585,40.46419,1
2020,œ≤»µ,6200221009,1,∏ À‡,100,100,97.13585,40.46419,2
2020,¬È»∏,6200221009,1,∏ À‡,100,100,97.13585,40.46419,14
2020,º“—‡,6200221009,1,∏ À‡,100,100,97.13585,40.46419,1
2020,ª∆Õ∑˚n˚_,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,ª∑æ±ÔÙ,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,º“—‡,6200221009,2,∏ À‡,100,100,97.13585,40.46532,2
2020,¬È»∏,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,ª∆Õ∑˚n˚_,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,¬È»∏,6200221009,2,∏ À‡,100,100,97.13585,40.46532,4
2020,∑ÔÕ∑∞Ÿ¡È,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,∆’Õ®—‡≈∏,6200221009,2,∏ À‡,100,100,97.13585,40.46532,2
2020,œ≤»µ,6200221009,2,∏ À‡,100,100,97.13585,40.46532,3
2020,∫ÏŒ≤≤Æ¿Õ,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,∑ÔÕ∑∞Ÿ¡È,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,ªƒƒÆ≤Æ¿Õ,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,ªƒƒÆ≤Æ¿Õ,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,¬È»∏,6200221009,2,∏ À‡,100,100,97.13585,40.46532,3
2020,º“—‡,6200221009,2,∏ À‡,100,100,97.13585,40.46532,6
2020,¬È»∏,6200221009,2,∏ À‡,100,100,97.13585,40.46532,6
2020,∞◊˚n˚_,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,∫Ïˆ¿,6200221009,2,∏ À‡,100,100,97.13585,40.46532,1
2020,º“—‡,6200221010,1,∏ À‡,100,100,97.04037,40.29258,4
2020,∆’Õ®”Í—‡,6200221010,1,∏ À‡,100,100,97.04037,40.29258,4
2020,∞◊˚n˚_,6200221010,1,∏ À‡,100,100,97.04037,40.29258,1
2020,¬È»∏,6200221010,1,∏ À‡,100,100,97.04037,40.29258,1
2020,∞◊˚n˚_,6200221010,1,∏ À‡,100,100,97.04037,40.29258,1
2020,¬È»∏,6200221010,1,∏ À‡,100,100,97.04037,40.29258,1
2020,º“—‡,6200221010,1,∏ À‡,100,100,97.04037,40.29258,1
2020,¬È»∏,6200221010,1,∏ À‡,100,100,97.04037,40.29258,30
2020,∞◊˚n˚_,6200221010,1,∏ À‡,100,100,97.04037,40.29258,1
2020,º“—‡,6200221010,1,∏ À‡,100,100,97.04037,40.29258,1
2020,∑ÔÕ∑˛û˛ù,6200221010,1,∏ À‡,100,100,97.04037,40.29258,8
2020,≥‡◊Ï«±—º,6200221010,1,∏ À‡,100,100,97.04037,40.29258,3
2020,º“—‡,6200221010,1,∏ À‡,100,100,97.04037,40.29258,4
2020,∆’Õ®—‡≈∏,6200221010,1,∏ À‡,100,100,97.04037,40.29258,2
2020,¬È»∏,6200221010,1,∏ À‡,100,100,97.04037,40.29258,5
2020,¬ÃÕ∑—º,6200221010,1,∏ À‡,100,100,97.04037,40.29258,2
2020,œ≤»µ,6200221010,1,∏ À‡,100,100,97.04037,40.29258,2
2020,¬È»∏,6200221010,2,∏ À‡,100,100,97.04029,40.29253,9
2020,∆’Õ®”Í—‡,6200221010,2,∏ À‡,100,100,97.04029,40.29253,4
2020,¬È»∏,6200221010,2,∏ À‡,100,100,97.04029,40.29253,1
2020,∞◊˚n˚_,6200221010,2,∏ À‡,100,100,97.04029,40.29253,8
2020,¬ÃÕ∑—º,6200221010,2,∏ À‡,100,100,97.04029,40.29253,16
2020,¬È»∏,6200221010,2,∏ À‡,100,100,97.04029,40.29253,8
2020,¬È»∏,6200221010,2,∏ À‡,100,100,97.04029,40.29253,18
2020,º“—‡,6200221010,2,∏ À‡,100,100,97.04029,40.29253,1
2020,∑ÔÕ∑˛û˛ù,6200221010,2,∏ À‡,100,100,97.04029,40.29253,1
2020,∆’Õ®”Í—‡,6200221010,2,∏ À‡,100,100,97.04029,40.29253,1
2020,¬È»∏,6200221010,2,∏ À‡,100,100,97.04029,40.29253,3
2020,∫⁄≥·≥§Ω≈÷,6200221010,2,∏ À‡,100,100,97.04029,40.29253,2
2020,∆’Õ®—‡≈∏,6200221010,2,∏ À‡,100,100,97.04029,40.29253,8
2020,∆’Õ®”Í—‡,6200221010,2,∏ À‡,100,100,97.04029,40.29253,16
2020,¬È»∏,6200221010,2,∏ À‡,100,100,97.04029,40.29253,4
2020,≥‡◊Ï«±—º,6200221010,2,∏ À‡,100,100,97.04029,40.29253,5
2020,ªƒƒÆ≤Æ¿Õ,6200221010,2,∏ À‡,100,100,97.04029,40.29253,2
2020,ª“∞ﬂØ,6200221010,2,∏ À‡,100,100,97.04029,40.29253,1
2020,¥Û∂≈æÈ,6200221010,2,∏ À‡,100,100,97.04029,40.29253,1
2020,ª∑æ±ÔÙ,6200221010,2,∏ À‡,100,100,97.04029,40.29253,1
2020,ª“±≥≤Æ¿Õ,6200221010,2,∏ À‡,100,100,97.04029,40.29253,1
2020,¬È»∏,6200221010,2,∏ À‡,100,100,97.04029,40.29253,51
2020,œ≤»µ,6200221010,2,∏ À‡,100,100,97.04029,40.29253,1
2018,º“—‡,6200221005,2,∏ À‡,100,100,95.69247,41.40147,5
2018,ª∑æ±ÔÙ,6200221005,2,∏ À‡,100,100,95.69247,41.40147,1
2018,∑ÔÕ∑∞Ÿ¡È,6200221005,2,∏ À‡,100,100,95.69247,41.40147,1
2018,ªƒƒÆ≤Æ¿Õ,6200221005,2,∏ À‡,100,100,95.69247,41.40147,1
2018,∑ÔÕ∑∞Ÿ¡È,6200221005,2,∏ À‡,100,100,95.69247,41.40147,1
2018,ª∑æ±ÔÙ,6200221005,2,∏ À‡,100,100,95.69247,41.40147,1
2018,∑ÔÕ∑∞Ÿ¡È,6200221005,2,∏ À‡,100,100,95.69247,41.40147,1
2018,¥˜ §,6200221005,2,∏ À‡,100,100,95.69247,41.40147,1
2018,ª“∞ﬂØ,6200221005,2,∏ À‡,100,100,95.69247,41.40147,1
2018,∫⁄∂•¬È»∏,6200221005,2,∏ À‡,100,100,95.69247,41.40147,2
2018,∆’Õ®”Í—‡,6200221005,2,∏ À‡,100,100,95.69247,41.40147,1
2018,∑ÔÕ∑∞Ÿ¡È,6200221005,2,∏ À‡,100,100,95.69247,41.40147,3
2018,æﬁ◊Ï…≥»∏,6200221005,2,∏ À‡,100,100,95.69247,41.40147,2
2018,¬È»∏,6200221005,2,∏ À‡,100,100,95.69247,41.40147,3
2018,ÀÎ?,6200221007,1,∏ À‡,100,100,97.283611,40.421667,2
2018,∑ÔÕ∑??,6200221007,1,∏ À‡,100,100,97.283611,40.421667,1
2018,≥‡◊Ï«±—º,6200221007,1,∏ À‡,100,100,97.283611,40.421667,2
2018,∫ÏΩ≈÷,6200221007,1,∏ À‡,100,100,97.283611,40.421667,2
2018,∞◊π«∂•,6200221007,1,∏ À‡,100,100,97.283611,40.421667,23
2018,¬ÃÕ∑—º,6200221007,1,∏ À‡,100,100,97.283611,40.421667,2
2018,∑ÔÕ∑??,6200221007,1,∏ À‡,100,100,97.283611,40.421667,2
2018,∆’Õ®µÀ,6200221007,1,∏ À‡,100,100,97.283611,40.421667,11
2018,∆’Õ®”Í—‡,6200221007,1,∏ À‡,100,100,97.283611,40.421667,1
2018,∫ÏŒ≤≤Æ¿Õ,6200221007,1,∏ À‡,100,100,97.283611,40.421667,5
2018,∫⁄≥·≥§Ω≈÷,6200221007,1,∏ À‡,100,100,97.283611,40.421667,1
2018,º“—‡,6200221007,1,∏ À‡,100,100,97.283611,40.421667,1
2018,¥˜ §,6200221007,1,∏ À‡,100,100,97.283611,40.421667,1
2018,∫ÏΩ≈÷,6200221007,1,∏ À‡,100,100,97.283611,40.421667,2
2018,∞◊˚n˚_,6200221007,1,∏ À‡,100,100,97.283611,40.421667,1
2018,∑ÔÕ∑??,6200221007,1,∏ À‡,100,100,97.283611,40.421667,1
2018,∞◊π«∂•,6200221007,1,∏ À‡,100,100,97.283611,40.421667,5
2018,¬ÃÕ∑—º,6200221007,1,∏ À‡,100,100,97.283611,40.421667,8
2018,≤‘ÿ,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,≥‡◊Ï«±—º,6200221001,2,∏ À‡,100,100,97.28528,40.42986,11
2018,∆’Õ®—‡≈∏,6200221001,2,∏ À‡,100,100,97.28528,40.42986,4
2018,∑ÔÕ∑??,6200221001,2,∏ À‡,100,100,97.28528,40.42986,4
2018,≤‘ÿ,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,∑ÔÕ∑??,6200221001,2,∏ À‡,100,100,97.28528,40.42986,6
2018,∫⁄≥·≥§Ω≈÷,6200221001,2,∏ À‡,100,100,97.28528,40.42986,8
2018,ª∑æ±ÔÙ,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,∫ÏΩ≈÷,6200221001,2,∏ À‡,100,100,97.28528,40.42986,4
2018,Œ≠˚c,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,Œƒ–Î»∏,6200221001,2,∏ À‡,100,100,97.28528,40.42986,7
2018,∞◊˚n˚_,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,∫ÏΩ≈÷,6200221001,2,∏ À‡,100,100,97.28528,40.42986,2
2018,≥‡◊Ï«±—º,6200221001,2,∏ À‡,100,100,97.28528,40.42986,2
2018,¥Û∞◊ÿ,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,ΩøÙ˚a,6200221001,2,∏ À‡,100,100,97.28528,40.42986,2
2018,∆’Õ®—‡≈∏,6200221001,2,∏ À‡,100,100,97.28528,40.42986,3
2018,∫ÏŒ≤≤Æ¿Õ,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,¬È»∏,6200221001,2,∏ À‡,100,100,97.28528,40.42986,3
2018,ΩøÙ˚a,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,∞◊˚n˚_,6200221001,2,∏ À‡,100,100,97.28528,40.42986,4
2018,¥Û∂≈æÈ,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,ª“≥·∏°≈∏,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,ª“˚n˚_,6200221001,2,∏ À‡,100,100,97.28528,40.42986,9
2018,∞◊—¸”Í—‡,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,∫⁄≥·≥§Ω≈÷,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,ª∆Õ∑˚n˚_,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,¬È»∏,6200221001,2,∏ À‡,100,100,97.28528,40.42986,20
2018,º“—‡,6200221001,2,∏ À‡,100,100,97.28528,40.42986,24
2018,≥‡◊Ï«±—º,6200221001,2,∏ À‡,100,100,97.28528,40.42986,4
2018,∫ÏΩ≈÷,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,∞◊˚n˚_,6200221001,2,∏ À‡,100,100,97.28528,40.42986,2
2018,∑ÔÕ∑∞Ÿ¡È,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,≤‘ÿ,6200221001,2,∏ À‡,100,100,97.28528,40.42986,4
2018,≥‡◊Ï«±—º,6200221001,2,∏ À‡,100,100,97.28528,40.42986,7
2018,¬ÃÕ∑—º,6200221001,2,∏ À‡,100,100,97.28528,40.42986,3
2018,≤‘ÿ,6200221001,2,∏ À‡,100,100,97.28528,40.42986,3
2018,ΩøÙ˚a,6200221001,2,∏ À‡,100,100,97.28528,40.42986,1
2018,ª∆Õ∑˚n˚_,6200221001,2,∏ À‡,100,100,97.28528,40.42986,3
2018,∆’Õ®”Í—‡,6200221001,2,∏ À‡,100,100,97.28528,40.42986,6
2018,º“—‡,6200221006,2,∏ À‡,100,100,97.56838,41.95392,2
2018,ª∑æ±ÔÙ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,¥Û∂≈æÈ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,∫Ïˆ¿,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,¬È»∏,6200221006,2,∏ À‡,100,100,97.56838,41.95392,8
2018,œ≤»µ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,∫ÏΩ≈÷,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,∫⁄∂•¬È»∏,6200221006,2,∏ À‡,100,100,97.56838,41.95392,2
2018,œ≤»µ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,2
2018,¥Û∂≈æÈ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,º“—‡,6200221006,2,∏ À‡,100,100,97.56838,41.95392,2
2018,¬È»∏,6200221006,2,∏ À‡,100,100,97.56838,41.95392,8
2018,¥Û∂≈æÈ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,¬È»∏,6200221006,2,∏ À‡,100,100,97.56838,41.95392,24
2018,∑ÔÕ∑∞Ÿ¡È,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,œ≤»µ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,œ≤»µ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,¬È»∏,6200221006,2,∏ À‡,100,100,97.56838,41.95392,18
2018,º“—‡,6200221006,2,∏ À‡,100,100,97.56838,41.95392,24
2018,¥Û∂≈æÈ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,œ≤»µ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,ª“∞ﬂØ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,¬È»∏,6200221006,2,∏ À‡,100,100,97.56838,41.95392,27
2018,ª“∞ﬂØ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,2
2018,ª“∞ﬂØ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,¬È»∏,6200221006,2,∏ À‡,100,100,97.56838,41.95392,5
2018,¬È»∏,6200221006,2,∏ À‡,100,100,97.56838,41.95392,3
2018,œ≤»µ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,1
2018,¬È»∏,6200221006,2,∏ À‡,100,100,97.56838,41.95392,2
2018,¥Û∂≈æÈ,6200221006,2,∏ À‡,100,100,97.56838,41.95392,2
2018,º“—‡,6200221006,2,∏ À‡,100,100,97.56838,41.95392,9
2018,Œ≠˚c,6200221010,2,∏ À‡,100,100,97.186944,40.409444,1
2018,∆’Õ®—‡≈∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,11
2018,æﬁ◊Ï…≥»∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,1
2018,¥Û∂≈æÈ,6200221010,2,∏ À‡,100,100,97.186944,40.409444,2
2018,¬È»∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,2
2018,Œƒ–Î»∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,2
2018,∑ÔÕ∑??,6200221010,2,∏ À‡,100,100,97.186944,40.409444,1
2018,ª∑æ±ÔÙ,6200221010,2,∏ À‡,100,100,97.186944,40.409444,1
2018,¬È»∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,1
2018,æﬁ◊Ï…≥»∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,2
2018,¬ÃÕ∑—º,6200221010,2,∏ À‡,100,100,97.186944,40.409444,10
2018,¬È»∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,11
2018,œ≤»µ,6200221010,2,∏ À‡,100,100,97.186944,40.409444,1
2018,¬È»∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,35
2018,∫⁄∂•¬È»∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,1
2018,¬È»∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,7
2018,≥‡¬È—º,6200221010,2,∏ À‡,100,100,97.186944,40.409444,2
2018,ª∑æ±ÔÙ,6200221010,2,∏ À‡,100,100,97.186944,40.409444,1
2018,ª“≥·∏°≈∏,6200221010,2,∏ À‡,100,100,97.186944,40.409444,1
2018,œ≤»µ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,ª“∞ﬂØ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,2
2018,¬È»∏,6200221009,2,∏ À‡,100,100,97.136111,40.466389,15
2018,∫ÏΩ≈÷,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¥˜ §,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¬È»∏,6200221009,2,∏ À‡,100,100,97.136111,40.466389,8
2018,œ≤»µ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¬È»∏,6200221009,2,∏ À‡,100,100,97.136111,40.466389,6
2018,¥Û∂≈æÈ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,3
2018,∑ÔÕ∑∞Ÿ¡È,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¥Û∂≈æÈ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,œ≤»µ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,∑ÔÕ∑∞Ÿ¡È,6200221009,2,∏ À‡,100,100,97.136111,40.466389,2
2018,¥Û∞◊ÿ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,œ≤»µ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,4
2018,∑ÔÕ∑∞Ÿ¡È,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¬ÃÕ∑—º,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,∫⁄≥·≥§Ω≈÷,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¬È»∏,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¬ÃÕ∑—º,6200221009,2,∏ À‡,100,100,97.136111,40.466389,2
2018,∑ÔÕ∑∞Ÿ¡È,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¬ÃÕ∑—º,6200221009,2,∏ À‡,100,100,97.136111,40.466389,2
2018,¥Û∂≈æÈ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,∫⁄∂•¬È»∏,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,«Ã±«¬È—º,6200221009,2,∏ À‡,100,100,97.136111,40.466389,2
2018,∫ÏΩ≈÷,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¥Û∞◊ÿ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,∫ÏΩ≈÷,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,∑ÔÕ∑∞Ÿ¡È,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¬ÃÕ∑—º,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,¥Û∞◊ÿ,6200221009,2,∏ À‡,100,100,97.136111,40.466389,2
2018,∑ÔÕ∑∞Ÿ¡È,6200221009,2,∏ À‡,100,100,97.136111,40.466389,1
2018,∆’Õ®—‡≈∏,6200221009,2,∏ À‡,100,100,97.136111,40.466389,2
2018,∞◊ÿ,6200221001,1,∏ À‡,100,100,97.28528,40.42986,1
2018,∞ﬂÕ∑—„,6200221001,1,∏ À‡,100,100,97.28528,40.42986,1
2018,Œ≠˚c,6200221001,1,∏ À‡,100,100,97.28528,40.42986,1
2018,∞◊π«∂•,6200221001,1,∏ À‡,100,100,97.28528,40.42986,15
2018,∞◊˚n˚_,6200221001,1,∏ À‡,100,100,97.28528,40.42986,4
2018,∑ÔÕ∑??,6200221001,1,∏ À‡,100,100,97.28528,40.42986,2
2018,∆’Õ®µÀ,6200221001,1,∏ À‡,100,100,97.28528,40.42986,12
2018,¬ÃÕ∑—º,6200221001,1,∏ À‡,100,100,97.28528,40.42986,23
2018,≥‡◊Ï«±—º,6200221001,1,∏ À‡,100,100,97.28528,40.42986,40
2018,∑¥◊Ï÷,6200221001,1,∏ À‡,100,100,97.28528,40.42986,7
2018,ƒÆ?,6200221001,1,∏ À‡,100,100,97.28528,40.42986,1
2018,∞◊˚n˚_,6200221001,1,∏ À‡,100,100,97.28528,40.42986,1
2018,’ÎŒ≤—º,6200221001,1,∏ À‡,100,100,97.28528,40.42986,2
