年份,物种名,样线编码,调查次序,省份,长度,宽度,起点经度,起点纬度,物种数量
2018,普通燕鸻,1300121004,2,河北,100,100,113.87056,38.32972,8
2018,苍鹭,1300121004,2,河北,100,100,113.87056,38.32972,30
2018,绿头鸭,1300121004,2,河北,100,100,113.87056,38.32972,9
2018,灰翅浮鸥,1300121004,2,河北,100,100,113.87056,38.32972,6
2018,黑卷尾,1300121004,2,河北,100,100,113.87056,38.32972,4
2018,灰斑鸠,1300121004,2,河北,100,100,113.87056,38.32972,3
2018,麻雀,1300121004,2,河北,100,100,113.87056,38.32972,15
2018,斑嘴鸭,1300121004,2,河北,100,100,113.87056,38.32972,4
2018,白头鹎,1300121004,2,河北,100,100,113.87056,38.32972,2
2018,喜鹊,1300121004,2,河北,100,100,113.87056,38.32972,4
2018,三道眉草鹀,1300121004,2,河北,100,100,113.87056,38.32972,1
2018,黑卷尾,1300121004,2,河北,100,100,113.87056,38.32972,1
2018,三道眉草鹀,1300121004,2,河北,100,100,113.87056,38.32972,2
2018,苍鹭,1300121004,2,河北,100,100,113.87056,38.32972,6
2018,白鹭,1300121004,2,河北,100,100,113.87056,38.32972,3
2018,小䴙䴘,1300121004,2,河北,100,100,113.87056,38.32972,60
2018,斑嘴鸭,1300121004,2,河北,100,100,113.87056,38.32972,5
2018,黑卷尾,1300121004,2,河北,100,100,113.87056,38.32972,1
2018,白鹭,1300121004,2,河北,100,100,113.87056,38.32972,10
2018,鹪鹩,1300121002,1,河北,100,100,113.8025,38.73667,2
2018,红尾水鸲,1300121002,1,河北,100,100,113.8025,38.73667,1
2018,银喉长尾山雀,1300121002,1,河北,100,100,113.8025,38.73667,2
2018,云南柳莺,1300121002,1,河北,100,100,113.8025,38.73667,5
2018,冠纹柳莺,1300121002,1,河北,100,100,113.8025,38.73667,5
2018,紫啸鸫,1300121002,1,河北,100,100,113.8025,38.73667,1
2018,云南柳莺,1300121002,1,河北,100,100,113.8025,38.73667,2
2018,冠纹柳莺,1300121002,1,河北,100,100,113.8025,38.73667,3
2018,黄腹山雀,1300121002,1,河北,100,100,113.8025,38.73667,2
2018,极北柳莺,1300121002,1,河北,100,100,113.8025,38.73667,2
2018,褐柳莺,1300121002,1,河北,100,100,113.8025,38.73667,3
2018,大山雀,1300121002,1,河北,100,100,113.8025,38.73667,1
2018,沼泽山雀,1300121002,1,河北,100,100,113.8025,38.73667,1
2018,环颈雉,1300121002,1,河北,100,100,113.8025,38.73667,1
2018,星鸦,1300121002,1,河北,100,100,113.8025,38.73667,2
2018,云南柳莺,1300121002,1,河北,100,100,113.8025,38.73667,3
2018,冠纹柳莺,1300121002,1,河北,100,100,113.8025,38.73667,4
2018,红角鸮,1300121002,1,河北,100,100,113.8025,38.73667,1
2018,淡眉柳莺,1300121002,1,河北,100,100,113.8025,38.73667,2
2018,鹪鹩,1300121002,1,河北,100,100,113.8025,38.73667,1
2018,普通燕鸥,1300121004,2,河北,100,100,113.87056,38.32972,8
2018,金翅雀,1300121004,2,河北,100,100,113.87056,38.32972,2
2018,戴胜,1300121004,2,河北,100,100,113.87056,38.32972,1
2018,黑卷尾,1300121004,2,河北,100,100,113.87056,38.32972,3
2018,麻雀,1300121004,2,河北,100,100,113.87056,38.32972,20
2018,山斑鸠,1300121004,2,河北,100,100,113.87056,38.32972,2
2018,灰喜鹊,1300121004,2,河北,100,100,113.87056,38.32972,4
2018,普通燕鸻,1300121004,2,河北,100,100,113.87056,38.32972,10
2018,大山雀,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,黑卷尾,1300121004,1,河北,100,100,113.87056,38.32972,4
2018,噪鹃,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,红尾伯劳,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,苍鹭,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,环颈雉,1300121004,1,河北,100,100,113.87056,38.32972,3
2018,三道眉草鹀,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,灰喜鹊,1300121004,1,河北,100,100,113.87056,38.32972,10
2018,白额燕鸥,1300121004,1,河北,100,100,113.87056,38.32972,3
2018,灰翅浮鸥,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,黑翅长脚鹬,1300121004,1,河北,100,100,113.87056,38.32972,14
2018,喜鹊,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,白头鹎,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,山噪鹛,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,丝光椋鸟,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,北椋鸟,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,白头鹎,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,三道眉草鹀,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,北红尾鸲,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,红尾伯劳,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,白鹡鸰,1300121004,1,河北,100,100,113.87056,38.32972,3
2018,苍鹭,1300121004,1,河北,100,100,113.87056,38.32972,14
2018,白琵鹭,1300121004,1,河北,100,100,113.87056,38.32972,17
2018,黑鹳,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,黑翅长脚鹬,1300121004,1,河北,100,100,113.87056,38.32972,30
2018,白翅浮鸥,1300121004,1,河北,100,100,113.87056,38.32972,100
2018,灰翅浮鸥,1300121004,1,河北,100,100,113.87056,38.32972,100
2018,翘鼻麻鸭,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,白骨顶,1300121004,1,河北,100,100,113.87056,38.32972,3
2018,白额燕鸥,1300121004,1,河北,100,100,113.87056,38.32972,200
2018,斑嘴鸭,1300121004,1,河北,100,100,113.87056,38.32972,6
2018,绿头鸭,1300121004,1,河北,100,100,113.87056,38.32972,4
2018,环颈鸻,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,灰头麦鸡,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,黑尾塍鹬,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,池鹭,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,白鹭,1300121004,1,河北,100,100,113.87056,38.32972,8
2018,苍鹭,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,黑翅长脚鹬,1300121004,1,河北,100,100,113.87056,38.32972,12
2018,大白鹭,1300121004,1,河北,100,100,113.87056,38.32972,1
2018,斑嘴鸭,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,黑鹳,1300121004,1,河北,100,100,113.87056,38.32972,16
2018,白鹭,1300121004,1,河北,100,100,113.87056,38.32972,10
2018,斑嘴鸭,1300121004,1,河北,100,100,113.87056,38.32972,2
2018,麻雀,1300121008,2,河北,100,100,113.77448,38.62927,3
2018,白鹡鸰,1300121008,2,河北,100,100,113.77448,38.62927,1
2018,红尾水鸲,1300121008,2,河北,100,100,113.77448,38.62927,4
2018,喜鹊,1300121008,2,河北,100,100,113.77448,38.62927,8
2018,大山雀,1300121008,2,河北,100,100,113.77448,38.62927,2
2018,红嘴蓝鹊,1300121008,2,河北,100,100,113.77448,38.62927,4
2018,山麻雀,1300121008,2,河北,100,100,113.77448,38.62927,8
2018,苍鹭,1300121008,2,河北,100,100,113.77448,38.62927,1
2018,戴胜,1300121008,2,河北,100,100,113.77448,38.62927,1
2018,棕头鸦雀,1300121008,2,河北,100,100,113.77448,38.62927,28
2018,大斑啄木鸟,1300121008,2,河北,100,100,113.77448,38.62927,1
2018,红隼,1300121008,2,河北,100,100,113.77448,38.62927,1
2018,珠颈斑鸠,1300121008,2,河北,100,100,113.77448,38.62927,2
2018,灰喜鹊,1300121008,2,河北,100,100,113.77448,38.62927,1
2018,金翅雀,1300121008,2,河北,100,100,113.77448,38.62927,8
2018,黑翅长脚鹬,1300121007,2,河北,100,100,114.16945,38.24606,15
2018,小䴙䴘,1300121007,2,河北,100,100,114.16945,38.24606,13
2018,白鹭,1300121007,2,河北,100,100,114.16945,38.24606,10
2018,普通翠鸟,1300121007,2,河北,100,100,114.16945,38.24606,5
2018,白鹡鸰,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,家燕,1300121007,2,河北,100,100,114.16945,38.24606,17
2018,珠颈斑鸠,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,麻雀,1300121007,2,河北,100,100,114.16945,38.24606,23
2018,苍鹭,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,黑卷尾,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,黑翅长脚鹬,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,珠颈斑鸠,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,金翅雀,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,家燕,1300121007,2,河北,100,100,114.16945,38.24606,22
2018,黑翅长脚鹬,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,白鹡鸰,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,白鹭,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,环颈雉,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,白鹡鸰,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,黑水鸡,1300121007,2,河北,100,100,114.16945,38.24606,3
2018,小䴙䴘,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,山斑鸠,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,三道眉草鹀,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,普通翠鸟,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,小䴙䴘,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,黑卷尾,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,白鹡鸰,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,小䴙䴘,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,环颈鸻,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,苍鹭,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,珠颈斑鸠,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,北红尾鸲,1300121009,2,河北,100,100,113.84259,38.67867,8
2018,喜鹊,1300121009,2,河北,100,100,113.84259,38.67867,5
2018,红隼,1300121009,2,河北,100,100,113.84259,38.67867,1
2018,大山雀,1300121009,2,河北,100,100,113.84259,38.67867,18
2018,三道眉草鹀,1300121009,2,河北,100,100,113.84259,38.67867,3
2018,环颈雉,1300121009,2,河北,100,100,113.84259,38.67867,1
2018,棕头鸦雀,1300121009,2,河北,100,100,113.84259,38.67867,2
2018,小嘴乌鸦,1300121009,2,河北,100,100,113.84259,38.67867,5
2018,远东树莺,1300121009,2,河北,100,100,113.84259,38.67867,3
2018,灰鹡鸰,1300121009,2,河北,100,100,113.84259,38.67867,2
2018,北红尾鸲,1300121009,2,河北,100,100,113.84259,38.67867,6
2018,云南柳莺,1300121009,2,河北,100,100,113.84259,38.67867,2
2018,星鸦,1300121009,2,河北,100,100,113.84259,38.67867,2
2018,云南柳莺,1300121009,2,河北,100,100,113.84259,38.67867,3
2018,山噪鹛,1300121009,2,河北,100,100,113.84259,38.67867,1
2018,褐柳莺,1300121009,2,河北,100,100,113.84259,38.67867,8
2018,家燕,1300121007,2,河北,100,100,114.16945,38.24606,13
2018,喜鹊,1300121007,2,河北,100,100,114.16945,38.24606,6
2018,灰喜鹊,1300121007,2,河北,100,100,114.16945,38.24606,10
2018,灰斑鸠,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,池鹭,1300121007,2,河北,100,100,114.16945,38.24606,1
2018,白头鹎,1300121007,2,河北,100,100,114.16945,38.24606,4
2018,黑鹳,1300121007,2,河北,100,100,114.16945,38.24606,2
2018,小䴙䴘,1300121007,2,河北,100,100,114.16945,38.24606,5
2018,灰椋鸟,1300121007,2,河北,100,100,114.16945,38.24606,4
2018,大嘴乌鸦,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,小嘴乌鸦,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,北红尾鸲,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,山斑鸠,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,麻雀,1300121006,1,河北,100,100,113.75666,38.56186,4
2018,麻雀,1300121006,1,河北,100,100,113.75666,38.56186,4
2018,金腰燕,1300121006,1,河北,100,100,113.75666,38.56186,3
2018,鸳鸯,1300121006,1,河北,100,100,113.75666,38.56186,2
2018,红嘴蓝鹊,1300121006,1,河北,100,100,113.75666,38.56186,6
2018,喜鹊,1300121006,1,河北,100,100,113.75666,38.56186,4
2018,金翅雀,1300121006,1,河北,100,100,113.75666,38.56186,3
2018,环颈雉,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,喜鹊,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,喜鹊,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,环颈雉,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,震旦鸦雀,1300121006,1,河北,100,100,113.75666,38.56186,2
2018,大斑啄木鸟,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,三道眉草鹀,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,红嘴蓝鹊,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,冠鱼狗,1300121006,1,河北,100,100,113.75666,38.56186,4
2018,冠鱼狗,1300121006,1,河北,100,100,113.75666,38.56186,2
2018,山麻雀,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,三道眉草鹀,1300121006,1,河北,100,100,113.75666,38.56186,2
2018,红嘴蓝鹊,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,鸳鸯,1300121006,1,河北,100,100,113.75666,38.56186,4
2018,蓝翡翠,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,戴胜,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,喜鹊,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,三道眉草鹀,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,红嘴蓝鹊,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,喜鹊,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,北红尾鸲,1300121006,1,河北,100,100,113.75666,38.56186,2
2018,北红尾鸲,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,灰鹡鸰,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,山麻雀,1300121006,1,河北,100,100,113.75666,38.56186,3
2018,山麻雀,1300121006,1,河北,100,100,113.75666,38.56186,1
2018,金翅雀,1300121006,1,河北,100,100,113.75666,38.56186,6
2018,金翅雀,1300121006,1,河北,100,100,113.75666,38.56186,2
2020,白鹭,1300121005,1,河北,100,100,114.22889,38.27194,10
2020,四声杜鹃,1300121005,1,河北,100,100,114.22889,38.27194,1
2020,喜鹊,1300121005,1,河北,100,100,114.22889,38.27194,5
2020,黑翅长脚鹬,1300121005,1,河北,100,100,114.22889,38.27194,25
2020,黑鹳,1300121005,1,河北,100,100,114.22889,38.27194,12
2020,黑卷尾,1300121005,1,河北,100,100,114.22889,38.27194,1
2020,白头鹎,1300121005,1,河北,100,100,114.22889,38.27194,2
2020,家燕,1300121005,1,河北,100,100,114.22889,38.27194,25
2020,山斑鸠,1300121005,1,河北,100,100,114.22889,38.27194,1
2020,白鹭,1300121005,1,河北,100,100,114.22889,38.27194,12
2020,麻雀,1300121005,1,河北,100,100,114.22889,38.27194,10
2020,苍鹭,1300121005,1,河北,100,100,114.22889,38.27194,1
2020,红隼,1300121005,1,河北,100,100,114.22889,38.27194,2
2020,凤头麦鸡,1300121005,1,河北,100,100,114.22889,38.27194,2
2020,池鹭,1300121005,1,河北,100,100,114.22889,38.27194,1
2020,普通燕鸻,1300121005,1,河北,100,100,114.22889,38.27194,14
2020,环颈鸻,1300121005,1,河北,100,100,114.22889,38.27194,2
2020,喜鹊,1300121005,1,河北,100,100,114.22889,38.27194,5
2020,斑嘴鸭,1300121005,1,河北,100,100,114.22889,38.27194,6
2020,灰头绿啄木鸟,1300121009,1,河北,100,100,113.84259,38.67867,2
2020,环颈雉,1300121009,1,河北,100,100,113.84259,38.67867,2
2020,喜鹊,1300121009,1,河北,100,100,113.84259,38.67867,2
2020,灰鹡鸰,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,棕头鸦雀,1300121009,1,河北,100,100,113.84259,38.67867,2
2020,北红尾鸲,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,红角鸮,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,大山雀,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,冠纹柳莺,1300121009,1,河北,100,100,113.84259,38.67867,5
2020,银喉长尾山雀,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,大斑啄木鸟,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,乌鸫,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,北红尾鸲,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,红隼,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,褐头山雀,1300121009,1,河北,100,100,113.84259,38.67867,4
2020,松鸦,1300121009,1,河北,100,100,113.84259,38.67867,2
2020,三道眉草鹀,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,银喉长尾山雀,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,煤山雀,1300121009,1,河北,100,100,113.84259,38.67867,1
2020,环颈雉,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,云南柳莺,1300121010,2,河北,100,100,113.82812,38.75022,3
2020,星鸦,1300121010,2,河北,100,100,113.82812,38.75022,2
2020,褐柳莺,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,极北柳莺,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,北红尾鸲,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,喜鹊,1300121010,2,河北,100,100,113.82812,38.75022,3
2020,远东树莺,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,棕眉柳莺,1300121010,2,河北,100,100,113.82812,38.75022,2
2020,云南柳莺,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,远东树莺,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,棕眉柳莺,1300121010,2,河北,100,100,113.82812,38.75022,2
2020,普通朱雀,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,远东树莺,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,棕眉柳莺,1300121010,2,河北,100,100,113.82812,38.75022,1
2020,沼泽山雀,1300121010,2,河北,100,100,113.82812,38.75022,6
2020,长尾山椒鸟,1300121010,2,河北,100,100,113.82812,38.75022,2
2020,褐河乌,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,红尾水鸲,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,金翅雀,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,喜鹊,1300121008,2,河北,100,100,113.77448,38.62927,2
2020,小嘴乌鸦,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,山麻雀,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,珠颈斑鸠,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,大鹰鹃,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,星鸦,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,棕头鸦雀,1300121008,2,河北,100,100,113.77448,38.62927,6
2020,灰鹡鸰,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,白鹡鸰,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,麻雀,1300121008,2,河北,100,100,113.77448,38.62927,4
2020,大斑啄木鸟,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,大山雀,1300121008,2,河北,100,100,113.77448,38.62927,2
2020,北红尾鸲,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,金翅雀,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,喜鹊,1300121008,2,河北,100,100,113.77448,38.62927,2
2020,环颈雉,1300121008,2,河北,100,100,113.77448,38.62927,2
2020,白鹡鸰,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,灰鹡鸰,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,喜鹊,1300121008,2,河北,100,100,113.77448,38.62927,2
2020,三道眉草鹀,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,山麻雀,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,大山雀,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,金翅雀,1300121008,2,河北,100,100,113.77448,38.62927,1
2020,大鹰鹃,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,冠纹柳莺,1300121003,1,河北,100,100,113.82556,38.74806,6
2020,环颈雉,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,黄眉柳莺,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,冠纹柳莺,1300121003,1,河北,100,100,113.82556,38.74806,3
2020,云南柳莺,1300121003,1,河北,100,100,113.82556,38.74806,4
2020,云南柳莺,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,冠纹柳莺,1300121003,1,河北,100,100,113.82556,38.74806,8
2020,黄眉柳莺,1300121003,1,河北,100,100,113.82556,38.74806,3
2020,大山雀,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,褐头山雀,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,冠纹柳莺,1300121003,1,河北,100,100,113.82556,38.74806,6
2020,云南柳莺,1300121003,1,河北,100,100,113.82556,38.74806,4
2020,鹪鹩,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,环颈雉,1300121003,1,河北,100,100,113.82556,38.74806,2
2020,冠纹柳莺,1300121003,1,河北,100,100,113.82556,38.74806,5
2020,云南柳莺,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,冠纹柳莺,1300121003,1,河北,100,100,113.82556,38.74806,5
2020,鹪鹩,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,山噪鹛,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,冠纹柳莺,1300121003,1,河北,100,100,113.82556,38.74806,3
2020,云南柳莺,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,冠纹柳莺,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,大山雀,1300121003,1,河北,100,100,113.82556,38.74806,1
2020,黄腹山雀,1300121003,1,河北,100,100,113.82556,38.74806,4
2020,远东树莺,1300121008,1,河北,100,100,113.77448,38.62927,1
2020,喜鹊,1300121008,1,河北,100,100,113.77448,38.62927,3
2020,环颈雉,1300121008,1,河北,100,100,113.77448,38.62927,2
2020,红尾水鸲,1300121008,1,河北,100,100,113.77448,38.62927,1
2020,大斑啄木鸟,1300121008,1,河北,100,100,113.77448,38.62927,1
2020,大嘴乌鸦,1300121008,1,河北,100,100,113.77448,38.62927,1
2020,三道眉草鹀,1300121008,1,河北,100,100,113.77448,38.62927,1
2020,喜鹊,1300121008,1,河北,100,100,113.77448,38.62927,2
2020,戴胜,1300121008,1,河北,100,100,113.77448,38.62927,1
2020,金翅雀,1300121008,1,河北,100,100,113.77448,38.62927,2
2020,喜鹊,1300121008,1,河北,100,100,113.77448,38.62927,2
2020,灰鹡鸰,1300121008,1,河北,100,100,113.77448,38.62927,1
2020,黄鹡鸰,1300121008,1,河北,100,100,113.77448,38.62927,3
2020,白鹡鸰,1300121008,1,河北,100,100,113.77448,38.62927,1
2020,麻雀,1300121008,1,河北,100,100,113.77448,38.62927,3
2020,戴胜,1300121008,1,河北,100,100,113.77448,38.62927,2
2020,大山雀,1300121008,1,河北,100,100,113.77448,38.62927,1
2020,褐头山雀,1300121008,1,河北,100,100,113.77448,38.62927,2
2020,山麻雀,1300121008,1,河北,100,100,113.77448,38.62927,8
2020,黑卷尾,1300121004,2,河北,100,100,113.87056,38.32972,1
2020,棕头鸦雀,1300121004,2,河北,100,100,113.87056,38.32972,5
2020,山噪鹛,1300121004,2,河北,100,100,113.87056,38.32972,1
2020,三道眉草鹀,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,大山雀,1300121004,2,河北,100,100,113.87056,38.32972,1
2020,灰喜鹊,1300121004,2,河北,100,100,113.87056,38.32972,1
2020,黑卷尾,1300121004,2,河北,100,100,113.87056,38.32972,1
2020,黑鹳,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,环颈雉,1300121004,2,河北,100,100,113.87056,38.32972,1
2020,喜鹊,1300121004,2,河北,100,100,113.87056,38.32972,3
2020,白头鹎,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,白鹭,1300121004,2,河北,100,100,113.87056,38.32972,26
2020,普通燕鸻,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,斑嘴鸭,1300121004,2,河北,100,100,113.87056,38.32972,15
2020,黑翅长脚鹬,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,红脚隼,1300121004,2,河北,100,100,113.87056,38.32972,1
2020,环颈鸻,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,金眶鸻,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,白鹡鸰,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,苍鹭,1300121004,2,河北,100,100,113.87056,38.32972,1
2020,红隼,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,金眶鸻,1300121004,2,河北,100,100,113.87056,38.32972,2
2020,斑嘴鸭,1300121004,2,河北,100,100,113.87056,38.32972,1
2020,环颈雉,1300121004,2,河北,100,100,113.87056,38.32972,3
2020,普通燕鸻,1300121004,2,河北,100,100,113.87056,38.32972,16
2020,普通燕鸥,1300121004,2,河北,100,100,113.87056,38.32972,5
2020,苍鹭,1300121004,2,河北,100,100,113.87056,38.32972,14
2020,斑嘴鸭,1300121004,1,河北,100,100,113.87056,38.32972,8
2020,灰头麦鸡,1300121004,1,河北,100,100,113.87056,38.32972,4
2020,普通燕鸥,1300121004,1,河北,100,100,113.87056,38.32972,6
2020,黑翅长脚鹬,1300121004,1,河北,100,100,113.87056,38.32972,6
2020,金眶鸻,1300121004,1,河北,100,100,113.87056,38.32972,4
2020,红脚隼,1300121004,1,河北,100,100,113.87056,38.32972,6
2020,普通燕鸻,1300121004,1,河北,100,100,113.87056,38.32972,1
2020,山噪鹛,1300121004,1,河北,100,100,113.87056,38.32972,2
2020,灰喜鹊,1300121004,1,河北,100,100,113.87056,38.32972,12
2020,黑卷尾,1300121004,1,河北,100,100,113.87056,38.32972,2
2020,麻雀,1300121004,1,河北,100,100,113.87056,38.32972,16
2020,白头鹎,1300121004,1,河北,100,100,113.87056,38.32972,4
2020,松鸦,1300121004,1,河北,100,100,113.87056,38.32972,1
2020,棕头鸦雀,1300121004,1,河北,100,100,113.87056,38.32972,9
2020,三道眉草鹀,1300121004,1,河北,100,100,113.87056,38.32972,2
2020,白鹭,1300121004,1,河北,100,100,113.87056,38.32972,4
2020,黑翅长脚鹬,1300121004,1,河北,100,100,113.87056,38.32972,6
2020,苍鹭,1300121004,1,河北,100,100,113.87056,38.32972,2
2020,普通燕鸥,1300121004,1,河北,100,100,113.87056,38.32972,4
2020,环颈雉,1300121004,1,河北,100,100,113.87056,38.32972,2
2020,红隼,1300121004,1,河北,100,100,113.87056,38.32972,1
2020,金眶鸻,1300121004,1,河北,100,100,113.87056,38.32972,12
2020,绿头鸭,1300121004,1,河北,100,100,113.87056,38.32972,2
2020,普通燕鸻,1300121004,1,河北,100,100,113.87056,38.32972,4
2020,黑翅长脚鹬,1300121004,1,河北,100,100,113.87056,38.32972,5
2020,苍鹭,1300121004,1,河北,100,100,113.87056,38.32972,1
2020,白鹭,1300121004,1,河北,100,100,113.87056,38.32972,11
2020,远东树莺,1300121009,1,河北,100,100,113.84259,38.67867,2
2020,鹪鹩,1300121009,1,河北,100,100,113.84259,38.67867,2
2020,斑嘴鸭,1300121007,2,河北,100,100,114.16945,38.24606,2
2020,小䴙䴘,1300121007,2,河北,100,100,114.16945,38.24606,3
2020,池鹭,1300121007,2,河北,100,100,114.16945,38.24606,1
