дЙ╥щ,нОжжцШ,яЫоъ╠ЮбК,╣В╡И╢нпР,й║╥щ,Ё╓╤х,©М╤х,╬╜╤х,нЁ╤х,нОжжйЩа©
2020,устСи╫х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,бИх╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,15
2020,╩╥╬╠ОТ,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,╢Си╫х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,и╫ШnШ_,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,юУ╤З╤л╫еПг,2100621005,2,аидЧ,100,100,122.95942,39.98546,5
2020,╠╠╨Лн╡П╤,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╢Си╫х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,и╫╟ъП╞,2100621005,2,аидЧ,100,100,122.95942,39.98546,3
2020,╩ро╡х╣,2100621005,2,аидЧ,100,100,122.95942,39.98546,5
2020,╠╠╨Лн╡П╤,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╢Си╫х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,тси╚и╫х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,и╫ШnШ_,2100621005,2,аидЧ,100,100,122.95942,39.98546,4
2020,╢Си╫х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,кдиЫ╤е╬И,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,юУ╤З╤л╫еПг,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,т╤╤╚йВщ╨,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╟вШnШ_,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,хЩ╣юц╪╡щШc,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╩╥╬╠ОТ,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,╟вц╪╪╖Шl,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,цАаЬщ╨,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,кдиЫ╤е╬И,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,и╫╟ъП╞,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╟вц╪╪╖Шl,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,хЩ╣юц╪╡щШc,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╟вц╪╪╖Шl,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╩рм╥блвдд╬дЯ,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╩╥╬╠ОТ,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,и╫╟ъП╞,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╟в╦╧ю╤╪╖Шl,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,тси╚и╫х╦,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╢Си╫х╦,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,цАаЬщ╨,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,юУ╤З╤л╫еПг,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,тси╚и╫х╦,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,юУ╤З╤л╫еПг,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,хЩ╣юц╪╡щШc,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,цАаЬщ╨,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,и╫╟ъП╞,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,╤лЁАйВщ╨,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╩фц╪аЬщ╨,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╤╚╥╫жп╤е╬И,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╟в╦╧ю╤╪╖Шl,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,ашм╥йВщ╨,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╠╠╨Лн╡П╤,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╢Си╫х╦,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,тси╚и╫х╦,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╩ф╨МШc,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,и╫╟ъП╞,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,устСи╫х╦,2100621006,1,аидЧ,100,100,122.97112,40.00769,3
2020,п║пгм╥вдд╬дЯ,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╩╒╟ъ╣ьП╢,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,юУ╤З╤л╫еПг,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╩р╠ЁП╢,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,и╫╟ъП╞,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,п║вЛнзя╩,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,╢Си╫х╦,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,юУ╤З╤л╫еПг,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,╩р╠ЁП╢,2100621006,1,аидЧ,100,100,122.97112,40.00769,1
2020,фум╗Ч≤,2100621006,1,аидЧ,100,100,122.97112,40.00769,2
2020,цАаЬщ╨,2100621006,2,аидЧ,100,100,122.97112,40.00769,3
2020,п║пгм╥вдд╬дЯ,2100621006,2,аидЧ,100,100,122.97112,40.00769,2
2020,╩ф╨МШc,2100621006,2,аидЧ,100,100,122.97112,40.00769,2
2020,юУ╤З╤л╫еПг,2100621006,2,аидЧ,100,100,122.97112,40.00769,2
2020,тси╚и╫х╦,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,цАаЬщ╨,2100621006,2,аидЧ,100,100,122.97112,40.00769,3
2020,кия╩,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,хЩ╣юц╪╡щШc,2100621006,2,аидЧ,100,100,122.97112,40.00769,2
2020,╠╠╨Лн╡П╤,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,юУ╤З╤л╫еПг,2100621006,2,аидЧ,100,100,122.97112,40.00769,3
2020,╠╠╨Лн╡П╤,2100621006,2,аидЧ,100,100,122.97112,40.00769,2
2020,╩р╠ЁП╢,2100621006,2,аидЧ,100,100,122.97112,40.00769,2
2020,╢Си╫х╦,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,тси╚и╫х╦,2100621006,2,аидЧ,100,100,122.97112,40.00769,5
2020,цАаЬщ╨,2100621006,2,аидЧ,100,100,122.97112,40.00769,2
2020,╟в╦╧ю╤╪╖Шl,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,╢Си╫х╦,2100621006,2,аидЧ,100,100,122.97112,40.00769,4
2020,╩р╠ЁП╢,2100621006,2,аидЧ,100,100,122.97112,40.00769,2
2020,цАаЬщ╨,2100621006,2,аидЧ,100,100,122.97112,40.00769,2
2020,п║пгм╥вдд╬дЯ,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,фум╗Ч≤,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,п║вЛнзя╩,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,╩ф╨МШc,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,цАаЬщ╨,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,╢Си╫х╦,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,п║пгм╥вдд╬дЯ,2100621006,2,аидЧ,100,100,122.97112,40.00769,1
2020,хЩ╣юц╪╡щШc,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,╟вм╥Пг,2100621007,1,аидЧ,100,100,122.90427,40.01049,2
2020,╩рШnШ_,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,╫ПЁАх╦,2100621007,1,аидЧ,100,100,122.90427,40.01049,2
2020,╩фц╪аЬщ╨,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,и╫╟ъП╞,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,╩╥╬╠ОТ,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,рЬ╨МЁ╓н╡и╫х╦,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,т╤╤╚йВщ╨,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,хЩ╣юц╪╡щШc,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,╫ПЁАх╦,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,и╫ШnШ_,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,╩ро╡х╣,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,и╫ШnШ_,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,юУ╤З╤л╫еПг,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,хЩ╣юц╪╡щШc,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,╠╠╨Лн╡П╤,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,╢Си╫х╦,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,и╫╟ъП╞,2100621007,1,аидЧ,100,100,122.90427,40.01049,2
2020,╩фц╪аЬщ╨,2100621007,1,аидЧ,100,100,122.90427,40.01049,8
2020,╩рШnШ_,2100621007,1,аидЧ,100,100,122.90427,40.01049,1
2020,о╡х╣,2100621007,2,аидЧ,100,100,122.90427,40.01049,2
2020,и╫ШnШ_,2100621007,2,аидЧ,100,100,122.90427,40.01049,2
2020,╫ПяЭяЮ,2100621007,2,аидЧ,100,100,122.90427,40.01049,2
2020,╠╠╨Лн╡П╤,2100621007,2,аидЧ,100,100,122.90427,40.01049,1
2020,╩рШnШ_,2100621007,2,аидЧ,100,100,122.90427,40.01049,1
2020,юУ╤З╤л╫еПг,2100621007,2,аидЧ,100,100,122.90427,40.01049,2
2020,йВПр,2100621007,2,аидЧ,100,100,122.90427,40.01049,3
2020,╟╣блпЕяшдЯ,2100621007,2,аидЧ,100,100,122.90427,40.01049,6
2020,и╫ШnШ_,2100621007,2,аидЧ,100,100,122.90427,40.01049,1
2020,юУ╤З╤л╫еПг,2100621007,2,аидЧ,100,100,122.90427,40.01049,2
2020,и╫ШnШ_,2100621007,2,аидЧ,100,100,122.90427,40.01049,1
2020,бИх╦,2100621007,2,аидЧ,100,100,122.90427,40.01049,15
2020,╪ряЮ,2100621007,2,аидЧ,100,100,122.90427,40.01049,8
2020,╩рШnШ_,2100621007,2,аидЧ,100,100,122.90427,40.01049,1
2020,╢С╤е╬И,2100621007,2,аидЧ,100,100,122.90427,40.01049,1
2020,╟вц╪╪╖Шl,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,и╫╟ъП╞,2100621008,1,аидЧ,100,100,122.91688,40.02175,2
2020,устСи╫х╦,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,хЩ╣юц╪╡щШc,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,т╤╤╚йВщ╨,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╟в╦╧ю╤╪╖Шl,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╢Си╫х╦,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╠╠╨Лн╡П╤,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╪ряЮ,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,бИх╦,2100621008,1,аидЧ,100,100,122.91688,40.02175,10
2020,т╤╤╚йВщ╨,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╩ро╡х╣,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╫ПЁАх╦,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╠╠╨Лн╡П╤,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,и╫╟ъП╞,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,хЩ╣юц╪╡щШc,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╩фц╪аЬщ╨,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,и╫ШnШ_,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,цАаЬщ╨,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╠╠╨Лн╡П╤,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,т╤╤╚йВщ╨,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,бИх╦,2100621008,1,аидЧ,100,100,122.91688,40.02175,6
2020,и╫╟ъП╞,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,╩╥╬╠ОТ,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,о╡х╣,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,рЬ╨МЁ╓н╡и╫х╦,2100621008,1,аидЧ,100,100,122.91688,40.02175,2
2020,╢Си╫х╦,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,Ё╓н╡х╦,2100621008,1,аидЧ,100,100,122.91688,40.02175,1
2020,о╡х╣,2100621008,2,аидЧ,100,100,122.91688,40.02175,3
2020,бИх╦,2100621008,2,аидЧ,100,100,122.91688,40.02175,5
2020,т╤╤╚йВщ╨,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,вьм╥я╩х╦,2100621008,2,аидЧ,100,100,122.91688,40.02175,6
2020,хЩ╣юц╪╡щШc,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,╩ф╨МШc,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,╩рШnШ_,2100621008,2,аидЧ,100,100,122.91688,40.02175,2
2020,ЁЮ╦╧с╔,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,╪ряЮ,2100621008,2,аидЧ,100,100,122.91688,40.02175,5
2020,╟вШnШ_,2100621008,2,аидЧ,100,100,122.91688,40.02175,6
2020,т╤╤╚йВщ╨,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,бИх╦,2100621008,2,аидЧ,100,100,122.91688,40.02175,15
2020,╪ряЮ,2100621008,2,аидЧ,100,100,122.91688,40.02175,20
2020,╢С╟ъвдд╬дЯ,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,╠╠╨Лн╡П╤,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,╫ПяЭяЮ,2100621008,2,аидЧ,100,100,122.91688,40.02175,4
2020,жИ╬╠╟ъП╞,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,т╤╤╚йВщ╨,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,и╫ШnШ_,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,╫ПЁАх╦,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,╢С╤е╬И,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,т╤╤╚йВщ╨,2100621008,2,аидЧ,100,100,122.91688,40.02175,1
2020,хЩ╣юц╪╡щШc,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,и╫ШnШ_,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╩╥╬╠ОТ,2100621009,1,аидЧ,100,100,122.89772,40.00819,2
2020,╤лЁАйВщ╨,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,и╫ШnШ_,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╠╠╨Лн╡П╤,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,и╫╟ъП╞,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,бИх╦,2100621009,1,аидЧ,100,100,122.89772,40.00819,10
2020,цАаЬщ╨,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,и╫ШnШ_,2100621009,1,аидЧ,100,100,122.89772,40.00819,2
2020,╩╥╬╠ОТ,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,хЩ╣юц╪╡щШc,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,п║пгм╥вдд╬дЯ,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╟в╦╧ю╤╪╖Шl,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,т╤╤╚йВщ╨,2100621009,1,аидЧ,100,100,122.89772,40.00819,2
2020,рЬ╨МЁ╓н╡и╫х╦,2100621009,1,аидЧ,100,100,122.89772,40.00819,2
2020,╢Си╫х╦,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╩рм╥блвдд╬дЯ,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╠╠╨Лн╡П╤,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╤лЁАйВщ╨,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,цАаЬщ╨,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╩╥╬╠ОТ,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╟в╦╧ю╤╪╖Шl,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╟вц╪╪╖Шl,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,цАаЬщ╨,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╟в╦╧ю╤╪╖Шl,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╟вц╪╪╖Шl,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╩ф╨МШc,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,рЬ╨МЁ╓н╡и╫х╦,2100621009,1,аидЧ,100,100,122.89772,40.00819,7
2020,╢Си╫х╦,2100621009,1,аидЧ,100,100,122.89772,40.00819,2
2020,цАаЬщ╨,2100621009,1,аидЧ,100,100,122.89772,40.00819,2
2020,╠╠╨Лн╡П╤,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,ашм╥йВщ╨,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,кдиЫ╤е╬И,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,т╤╤╚йВщ╨,2100621009,1,аидЧ,100,100,122.89772,40.00819,1
2020,╠╠╩рШl,2100621009,1,аидЧ,100,100,122.89772,40.00819,5
2020,т╤╤╚йВщ╨,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,и╫ШnШ_,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,и╫╟ъП╞,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,и╫ШnШ_,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,т╤╤╚йВщ╨,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,╢С╟ъвдд╬дЯ,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,бИх╦,2100621009,2,аидЧ,100,100,122.89772,40.00819,10
2020,╢С╟ъвдд╬дЯ,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,и╫ШnШ_,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,╟╣блпЕяшдЯ,2100621009,2,аидЧ,100,100,122.89772,40.00819,5
2020,п║пгм╥вдд╬дЯ,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,╢Си╫х╦,2100621009,2,аидЧ,100,100,122.89772,40.00819,4
2020,т╤╤╚йВщ╨,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,о╡х╣,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,п║пгм╥вдд╬дЯ,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,цАаЬщ╨,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,хЩ╣юц╪╡щШc,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,хЩ╣юц╪╡щШc,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,╠╠╨Лн╡П╤,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,хЩ╣юц╪╡щШc,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,хЩ╣юц╪╡щШc,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,╠╠╨Лн╡П╤,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,юУ╤З╤л╫еПг,2100621009,2,аидЧ,100,100,122.89772,40.00819,3
2020,хЩ╣юц╪╡щШc,2100621009,2,аидЧ,100,100,122.89772,40.00819,3
2020,т╤╤╚йВщ╨,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,╠╠╨Лн╡П╤,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,юУ╤З╤л╫еПг,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,хЩ╣юц╪╡щШc,2100621009,2,аидЧ,100,100,122.89772,40.00819,2
2020,т╤╤╚йВщ╨,2100621009,2,аидЧ,100,100,122.89772,40.00819,1
2020,и╫ШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,хЩ╣юц╪╡щШc,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,и╫╟ъП╞,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,т╤╤╚йВщ╨,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,устСи╫х╦,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,фум╗╢ДдЯ,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,╩╥╬╠ОТ,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,хЩ╣юц╪╡щШc,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,╩рШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,юУ╤З╤л╫еПг,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,╢Си╫х╦,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,о╡х╣,2100621010,1,аидЧ,100,100,122.88911,39.99306,4
2020,п║вЛнзя╩,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,╩╥╬╠ОТ,2100621010,1,аидЧ,100,100,122.88911,39.99306,3
2020,хЩ╣юц╪╡щШc,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,и╫ШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,╟в╦╧ю╤╪╖Шl,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,т╤╤╚йВщ╨,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,цАаЬщ╨,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,и╫╟ъП╞,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,хЩ╣юц╪╡щШc,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,и╫ШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,╠╠╨Лн╡П╤,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,бИх╦,2100621010,1,аидЧ,100,100,122.88911,39.99306,15
2020,╢Си╫х╦,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,и╫ШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,╟вШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,╩рШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,хЩ╣юц╪╡щШc,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,╫П©ТШa,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,о╡х╣,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,п║пгм╥вдд╬дЯ,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,и╫ШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,цАаЬщ╨,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,╩рШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,и╫╟ъП╞,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,хЩ╣юц╪╡щШc,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,юУ╤З╤л╫еПг,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,п║пгм╥вдд╬дЯ,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,и╫ШnШ_,2100621010,1,аидЧ,100,100,122.88911,39.99306,2
2020,хЩ╣юц╪╡щШc,2100621010,1,аидЧ,100,100,122.88911,39.99306,1
2020,бИх╦,2100621010,1,аидЧ,100,100,122.88911,39.99306,15
2020,и╫╟ъП╞,2100621010,2,аидЧ,100,100,122.88911,39.99306,1
2020,╟вПь,2100621010,2,аидЧ,100,100,122.88911,39.99306,1
2020,юУ╤З╤л╫еПг,2100621010,2,аидЧ,100,100,122.88911,39.99306,2
2020,вьм╥я╩х╦,2100621010,2,аидЧ,100,100,122.88911,39.99306,6
2020,и╫ШnШ_,2100621010,2,аидЧ,100,100,122.88911,39.99306,1
2020,╩рШnШ_,2100621010,2,аидЧ,100,100,122.88911,39.99306,2
2020,о╡х╣,2100621010,2,аидЧ,100,100,122.88911,39.99306,3
2020,юУ╤З╤л╫еПг,2100621010,2,аидЧ,100,100,122.88911,39.99306,3
2020,п║пгм╥вдд╬дЯ,2100621010,2,аидЧ,100,100,122.88911,39.99306,1
2020,╢Си╫х╦,2100621010,2,аидЧ,100,100,122.88911,39.99306,2
2020,т╤╤╚йВщ╨,2100621010,2,аидЧ,100,100,122.88911,39.99306,2
2020,╠╠╨Лн╡П╤,2100621010,2,аидЧ,100,100,122.88911,39.99306,1
2020,╩╥╬╠ОТ,2100621010,2,аидЧ,100,100,122.88911,39.99306,2
2020,т╤╤╚йВщ╨,2100621010,2,аидЧ,100,100,122.88911,39.99306,1
2020,бИх╦,2100621010,2,аидЧ,100,100,122.88911,39.99306,10
2020,╠╠╨Лн╡П╤,2100621011,1,аидЧ,100,100,121.90177,40.00859,1
2020,бИх╦,2100621011,1,аидЧ,100,100,121.90177,40.00859,25
2020,╫ПЁАх╦,2100621011,1,аидЧ,100,100,121.90177,40.00859,1
2020,╩╥╬╠ОТ,2100621011,1,аидЧ,100,100,121.90177,40.00859,1
2020,т╤╤╚йВщ╨,2100621011,1,аидЧ,100,100,121.90177,40.00859,1
2020,╠╠╨Лн╡П╤,2100621011,1,аидЧ,100,100,121.90177,40.00859,1
2020,ашм╥йВщ╨,2100621011,1,аидЧ,100,100,121.90177,40.00859,1
2020,╢С╤е╬И,2100621011,1,аидЧ,100,100,121.90177,40.00859,2
2020,╩ро╡х╣,2100621011,1,аидЧ,100,100,121.90177,40.00859,4
2020,╠╠╨Лн╡П╤,2100621011,1,аидЧ,100,100,121.90177,40.00859,2
2020,╪ряЮ,2100621011,1,аидЧ,100,100,121.90177,40.00859,2
2020,╩ро╡х╣,2100621011,1,аидЧ,100,100,121.90177,40.00859,2
2020,╠╠╨Лн╡П╤,2100621011,1,аидЧ,100,100,121.90177,40.00859,1
2020,т╤╤╚йВщ╨,2100621011,1,аидЧ,100,100,121.90177,40.00859,1
2020,жп╩╙ейх╦,2100621011,1,аидЧ,100,100,121.90177,40.00859,2
2020,╪ряЮ,2100621011,1,аидЧ,100,100,121.90177,40.00859,5
2020,бИх╦,2100621011,2,аидЧ,100,100,121.90177,40.00859,10
